CompanyID,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
416,Visiting Nurse Service of New York,"Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
417,Cedars-Sinai,"Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
418,Stanford Health Care,"Dallas, TX",501 to 1000 employees,1983,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
419,Metroplus Health Plan,"El Segundo, CA",1001 to 5000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
420,Sonic Healthcare USA,"Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
421,Autodesk,"Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
422,Intuit,"Newark, CA",1001 to 5000 employees,1989,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
423,Fortinet,"Orem, UT",201 to 500 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
424,Gemalto,"Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
425,Criteo,"Kennesaw, GA",201 to 500 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
426,Twitter,"Lanham, MD",1001 to 5000 employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
427,Genpact,"London, United Kingdom",1001 to 5000 employees,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
428,Mercury Insurance Group,"Redwood City, CA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD)
429,SCAN Health Plan,"Fairfax, VA",1001 to 5000 employees,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD)
430,CNO Financial Group,"Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD)
431,Kemper,"Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
432,Square Trade,"Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
433,HNI,"Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
434,Mary Kay,"Richardson, TX",1001 to 5000 employees,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
435,Central Garden & Pet Company,"Richardson, TX",1001 to 5000 employees,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
436,The Wonderful Company LLC,"Southfield, MI",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
437,Molex,"Dublin, OH",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
438,Shamrock Foods,"Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
439,Signode,"Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
440,Kubota Tractor,"Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
441,Colfax Corporation,"Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
442,Tesla Motors,"Fremont, CA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
443,Informa,"Houston, TX",501 to 1000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
444,Electronic Arts,"Houston, TX",501 to 1000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
445,Feeding America,"Cary, NC",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
446,nana,"Chantilly, VA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
447,Atmos Energy Corp.,"Denver, CO",201 to 500 employees,2001,Company - Public,IT Services,Information Technology,$100 to $500 million (USD)
448,Discount Tire,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
449,Driven Brands,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
450,Abercrombie & Fitch Co.,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
451,"Circle K Stores, Inc.","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
452,PETCO,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
453,Crown Castle USA Inc,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
454,ArcBest,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
455,Connor Group,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
456,Spectrum Comm,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
457,Tarzana,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
458,ABS Graphics,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
459,Pushnami,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
460,Collins Consulting Inc,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
461,NYSTEC,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
462,Akorbi,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
463,Revel,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
464,V.L.S. Systems,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
465,NuWest Group,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
466,Huxley,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
467,Integrated Resources,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
468,HireTalent,"Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
469,Eclaro,"Alpharetta, GA",5001 to 10000 employees,2007,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
470,GTN Technical Staffing,"Iselin, NJ",1001 to 5000 employees,2012,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
471,Kineticom,"Santa Clara, CA",1001 to 5000 employees,1997,Company - Public,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD)
472,SPECTRAFORCE TECHNOLOGIES Inc.,"Carmel, IN",1001 to 5000 employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD)
473,Protingent,"New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
474,Protingent Staffing,"San Jose, CA",501 to 1000 employees,1988,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD)
475,Akraya Inc.,"Danbury, CT",201 to 500 employees,1935,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD)
476,OSI Engineering,"New York, NY",201 to 500 employees,1961,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD)
477,Jobot,"Bronx, NY",1001 to 5000 employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD)
478,LEARN Charter School,"Seattle, WA",1001 to 5000 employees,1975,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD)
479,Crisis Response Network,"Winnebago, NE",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD)
480,Child Mind Institute,"Winnebago, NE",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD)
481,Lark Health,"Carson, CA",1001 to 5000 employees,1995,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD)
482,RMS Computer,"San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD)
483,RMS Computer Corporation,"San Diego, CA",501 to 1000 employees,2009,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD)
484,FJA-US Inc.,"Fort Wayne, IN",201 to 500 employees,2011,Company - Private,Transportation Management,Transportation & Logistics,$100 to $500 million (USD)
485,MedSeek,"Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
486,Peterson Technology Partners,"Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
487,Saicon Consultants Inc,"Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
488,Lightspeed Systems,"London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD)
489,TA Digital,"Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
490,GeoDigital,"Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
491,Contingent Network Services,"Hercules, CA",5001 to 10000 employees,1952,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
492,Subex,"London, United Kingdom",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
493,Sysmind LLC,"Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
494,Tillster,"Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
495,PROLIM Global Corporation,"Boston, MA",1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
496,Recondo Technology,"San Diego, CA",5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
497,Integrate,"Waltham, MA",5001 to 10000 employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
498,Duetto,"London, United Kingdom",1001 to 5000 employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
499,"Sunrise Systems, Inc.","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
500,Prosum,"Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
501,VIVA USA INC,"Richmond, VA",10000+ employees,1859,Company - Public,Security Services,Business Services,$2 to $5 billion (USD)
502,22nd Century Technologies,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
503,Zolon Tech Solutions Inc.,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
504,"PruTech Solutions, Inc.","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
505,Prudent Technologies & Consulting,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
506,Softpath System LLC,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
507,"Global Technical Talent, LLC","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
508,Universal Consulting Services,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
509,"Universal Consulting Services, Inc.","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
510,"Evolver, Inc.","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
511,VLink Inc.,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
512,Crystal Equation,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
513,amerihealth,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
514,"Quicksilver Scientific, Inc","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
515,National Kidney Foundation,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
516,Brooklyn Community Services,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
517,The Chicago Lighthouse,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
518,Stem Inc,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
519,Stem,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
520,Real Capital Analytics,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
521,Huntington Ingalls Industries,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
522,Booz Allen Hamilton,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
523,Kelly,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
524,University of California,"San Francisco, CA",1001 to 5000 employees,1888,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD)
525,M&T Bank Corporation,"Athens, GA",10000+ employees,1785,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
526,Federal Reserve Bank of Richmond,"Salt Lake City, UT",10000+ employees,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
527,Broadridge,"Baltimore, MD",10000+ employees,1876,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
528,Franklin Templeton Investments,"Los Angeles, CA",10000+ employees,1880,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
529,Macquarie Group,"Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
530,Charles Schwab Corporation,"Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
531,Charles Schwab,"New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
532,"Intercontinental Exchange, Inc.","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
533,GM Financial,"Long Beach, CA",10000+ employees,1962,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
534,NYU Langone Health,"San Francisco, CA",10000+ employees,1874,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
535,Quest Diagnostics,"Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
536,Sutter Health System,"Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
537,Motorola Solutions,"Chicago, IL",10000+ employees,1889,Company - Public,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
538,HCL America Inc.,"Melbourne, Australia",10000+ employees,1978,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
539,HCL Technologies Ltd.,"Edmond, OK",1001 to 5000 employees,1997,Subsidiary or Business Segment,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
540,NVIDIA,"Wilmington, DE",5001 to 10000 employees,2014,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
541,"Insight Enterprises, Inc.","Pasadena, CA",201 to 500 employees,1938,Government,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
542,"Netflix, Inc.","New York, NY",1001 to 5000 employees,1962,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
543,Netflix,"Broomfield, CO",10000+ employees,1864,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
544,Facebook,"Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
545,Wipro Ltd.,"Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
546,First American Financial Corporation,"Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
547,EmblemHealth,"Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
548,AmeriHealth Caritas,"Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
549,Airgas,"Palo Alto, CA",10000+ employees,1957,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
550,ON Semiconductor,"New York, NY",1001 to 5000 employees,1985,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
551,"TreeHouse Foods, Inc.","Macquarie Park, Australia",10000+ employees,1987,Company - Public,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
552,Trinity Industries,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
553,"Discovery Communications, Inc.","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
554,Activision Blizzard,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
555,National Grid USA,"Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
556,O'Reilly Automotive,"Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
557,American Tire Distributors,"Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
558,FirstAmerica,"Sunnyvale, CA",10000+ employees,2000,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
559,RiverPoint,"Amsterdam, Netherlands",10000+ employees,2006,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
560,Alexza Pharmaceuticals,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
561,Asembia,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
562,Odesus,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
563,GasPedal,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
564,GDKN,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
565,V R Della Infotech Inc,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD)
566,Liberty Source,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD)
567,SkySource Solutions,"Long Beach, CA",501 to 1000 employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD)
568,Edmodo,"Long Beach, CA",501 to 1000 employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD)
569,Financial Additions,"Carmel, IN",1001 to 5000 employees,1979,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD)
570,Zipongo,"Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD)
571,Source of Future Technology Inc,"San Francisco, CA",201 to 500 employees,1999,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD)
572,Apptricity Corporation,"Addison, TX",5001 to 10000 employees,1963,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
573,SOFTHQ INC,"Walnut Creek, CA",1001 to 5000 employees,1980,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
574,"VED Software Services, Inc.","Los Angeles, CA",5001 to 10000 employees,1980,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
575,"iSpace, Inc","Lisle, IL",10000+ employees,1938,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD)
576,Hexacorp,"Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD)
577,xentity corporation,"Glenview, IL",5001 to 10000 employees,1913,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
578,Alliance IT,"Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
579,Resource Informatics Group,"Annapolis Junction, MD",10000+ employees,1995,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
580,Motiv Power Systems,"Palo Alto, CA",10000+ employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
581,Horne LLP,"London, United Kingdom",10000+ employees,1998,Company - Public,Publishing,Media,$2 to $5 billion (USD)
582,Tecolote Research,"Redwood City, CA",5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
583,USfalcon,"Chicago, IL",51 to 200 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$2 to $5 billion (USD)
585,Delmarva Foundation,"Dallas, TX",1001 to 5000 employees,1906,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
586,Workforce Logiq,"Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD)
587,"Impaq International, Llc","New Albany, OH",10000+ employees,1892,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
588,Ampcus Incorporated,"Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD)
589,Maine Pointe,"Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD)
590,Octo Consulting Group,"San Diego, CA",10000+ employees,1965,Company - Private,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD)
591,Horn Solutions Inc.,"Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
592,Metropolitan Family Services,"Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
593,"TSR, Inc.","Fort Smith, AR",10000+ employees,1923,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD)
594,TSR Consulting,"Santa Clara, CA",201 to 500 employees,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD)
595,Software Guidance & Assistance,"Newport News, VA",51 to 200 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD)
596,CornerStone Staffing,"Austin, TX",1 to 50 employees,2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD)
597,Creative Financial Staffing,"Austin, TX",1 to 50 employees,2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD)
598,Square One Resources,"Schaumburg, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
599,"ConsultNet, LLC","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD)
600,Kelly Mitchell Group,"Plano, TX",201 to 500 employees,2003,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
601,Intelliswift Software Inc,"Seattle, WA",51 to 200 employees,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
602,eTeam Inc.,"Chantilly, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
603,The Fountain Group,"New York, NY",501 to 1000 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
604,Forfeiture Support Associates,"Dallas, TX",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
605,Yochana,"Bellevue, WA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
606,Swoon,"Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
607,KIPP SoCal Public Schools,"Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
608,University Federal Credit Union,"Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
609,Desert Financial Credit Union,"Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
610,BankFinancial Corporation,"Campbell, CA",51 to 200 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
611,Cross River Bank,"Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
612,Bill.Com,"Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
613,Onyx CenterSource,"Chicago, IL",201 to 500 employees,2001,School / School District,K-12 Education,Education,$25 to $50 million (USD)
614,Braviant Holdings,"Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
615,London Stock Exchange Group,"New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
616,CAMRIS International,"New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
