Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
32,Male,Master's,Back end Developer,7,120000
33,Female,Bachelor's,Full Stack Engineer,7,130000
33,Female,Bachelor's,Full Stack Engineer,7,130000
33,Female,Master's,Data Analyst,7,95000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
28,Male,High School,Back end Developer,7,95845
28,Female,Master's,Full Stack Engineer,7,115920
28,Male,High School,Back end Developer,7,95845
28,Female,Master's,Full Stack Engineer,7,115920
31,Female,Bachelor's,Senior Software Engineer,7,107718
31,Male,Bachelor's,Front end Developer,7,103282
31,Male,Master's,Data Scientist,7,130000
32,Female,Master's,Product Manager,7,120000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
31,Female,Bachelor's,Senior Software Engineer,7,108267
32,Male,Bachelor's,Senior Software Engineer,7,106218
32,Male,Bachelor's,Senior Software Engineer,7,106218
31,Female,Bachelor's,Senior Software Engineer,7,108267
32,Male,Bachelor's,Senior Software Engineer,7,106218
32,Male,Bachelor's,Senior Software Engineer,7,106218
31,Female,Bachelor's,Senior Software Engineer,7,108267
31,Female,Bachelor's,Full Stack Engineer,7,108204
31,Female,Master's,Full Stack Engineer,7,108799
34,Female,Master's,Product Manager,7,120000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
32,Male,Master's,Product Manager,7,110000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
36,Female,Master's,Web Developer,7,85000
32,Female,Master's,Software Developer,7,90000
34,Male,Bachelor's,Web Developer,7,85000
34,Male,Bachelor's,Web Developer,7,85000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
32,Female,Master's,Senior Software Engineer,7,100000
31,Male,Bachelor's,Software Engineer,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Female,Bachelor's,Product Manager,7,110000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Female,Bachelor's,Product Manager,7,110000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Female,Bachelor's,Product Manager,7,110000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
31,Male,PhD,Data Scientist,7,110000
32,Female,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
32,Male,Bachelor's,Product Manager,7,120000
34,Male,Master's,Senior Software Developer,8,105000
34,Male,Bachelor's,Senior Business Analyst,8,90000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
36,Male,Bachelor's,Senior Product Manager,8,95000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
36,Male,Bachelor's,Senior Business Analyst,8,95000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
35,Female,Bachelor's,Senior Marketing Analyst,8,85000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
33,Male,PhD,Data Scientist,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
30,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
32,Male,Bachelor's,Software Engineer,8,190000
35,Female,Bachelor's,Product Manager,8,165000
35,Female,Bachelor's,Product Manager,8,170000
32,Male,Bachelor's,Data Scientist,8,180000
32,Male,Bachelor's,Data Scientist,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
32,Male,Bachelor's,Software Engineer,8,180000
31,Male,Bachelor's,Product Manager,8,190000
30,Female,Bachelor's,Software Engineer,8,180000
30,Male,Bachelor's,Product Manager,8,185000
30,Female,Bachelor's,Software Engineer,8,180000
30,Male,Bachelor's,Product Manager,8,185000
30,Female,Bachelor's,Software Engineer,8,180000
30,Male,Bachelor's,Product Manager,8,185000
30,Female,Bachelor's,Software Engineer,8,180000
30,Male,Bachelor's,Product Manager,8,185000
30,Female,Bachelor's,Software Engineer,8,180000
30,Male,Bachelor's,Product Manager,8,185000
35,Male,Master's,Senior Software Engineer,8,155000
36,Female,Master's,Full Stack Engineer,8,140000
37,Male,Master's,Senior Software Engineer,8,150000
36,Female,Master's,Full Stack Engineer,8,140000
36,Male,Master's,Full Stack Engineer,8,140000
36,Male,Master's,Senior Software Engineer,8,140000
36,Male,Master's,Senior Software Engineer,8,140000
36,Male,Master's,Senior Software Engineer,8,140000
36,Male,Master's,Senior Software Engineer,8,140000
36,Male,Master's,Senior Software Engineer,8,140000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
35,Male,Bachelor's,Back end Developer,8,140000
35,Male,Bachelor's,Full Stack Engineer,8,145000
36,Male,Master's,Back end Developer,8,140000
35,Female,Bachelor's,Full Stack Engineer,8,145000
35,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
31,Male,Master's,Software Engineer Manager,8,130000
35,Female,Master's,Full Stack Engineer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
36,Male,Bachelor's,Software Engineer Manager,8,135000
34,Male,Master's,Back end Developer,8,140000
33,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Female,Bachelor's,Full Stack Engineer,8,122485
35,Male,Master's,Senior Project Engineer,8,101332
33,Male,Master's,Senior Software Engineer,8,139817
36,Male,Master's,Front end Developer,8,106492
30,Male,Master's,Front end Developer,8,107895
31,Other,High School,Back end Developer,8,104127
34,Female,Bachelor's,Full Stack Engineer,8,122485
35,Male,Master's,Senior Project Engineer,8,101332
33,Male,Master's,Senior Software Engineer,8,139817
36,Male,Master's,Front end Developer,8,106492
30,Male,Master's,Front end Developer,8,107895
31,Other,High School,Back end Developer,8,104127
31,Male,Bachelor's,Back end Developer,8,100052
33,Female,Master's,Full Stack Engineer,8,122581
32,Male,Master's,Senior Project Engineer,8,121454
31,Male,Master's,Back end Developer,8,111535
32,Female,Master's,Full Stack Engineer,8,123781
33,Male,Master's,Data Analyst,8,120000
33,Male,Bachelor's,Product Manager,8,130000
33,Female,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
33,Female,Bachelor's,Full Stack Engineer,8,124071
31,Male,Bachelor's,Back end Developer,8,100679
33,Female,Master's,Full Stack Engineer,8,122970
32,Male,Master's,Senior Project Engineer,8,122354
33,Female,Bachelor's,Full Stack Engineer,8,124071
31,Male,Bachelor's,Back end Developer,8,100679
33,Female,Master's,Full Stack Engineer,8,122970
32,Male,Master's,Senior Project Engineer,8,122354
33,Female,Bachelor's,Full Stack Engineer,8,124071
31,Male,Bachelor's,Back end Developer,8,100679
33,Female,Master's,Full Stack Engineer,8,122970
32,Male,Master's,Senior Project Engineer,8,122354
31,Male,Master's,Full Stack Engineer,8,120288
36,Female,Master's,Data Scientist,8,130000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
34,Male,Master's,Data Analyst,8,100000
33,Female,Master's,Software Developer,8,95000
32,Female,Master's,Software Developer,8,95000
34,Male,Master's,Web Developer,8,90000
34,Male,Master's,Web Developer,8,90000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Male,Master's,Senior Data Scientist,8,120000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Female,Master's,Senior Software Engineer,8,105000
33,Male,Bachelor's,Project Manager,8,120000
33,Male,Bachelor's,Project Manager,8,120000
33,Male,Bachelor's,Project Manager,8,120000
33,Male,Bachelor's,Project Manager,8,120000
33,Male,Bachelor's,Project Manager,8,120000
32,Male,Bachelor's,Project Manager,8,120000
32,Male,Bachelor's,Project Manager,8,120000
32,Male,Bachelor's,Project Manager,8,120000
32,Male,Bachelor's,Project Manager,8,120000
32,Male,Bachelor's,Project Manager,8,120000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
33,Male,Master's,Software Engineer,8,120000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
33,Female,Master's,Software Engineer,8,120000
33,Female,Master's,Product Manager,8,135000
37,Female,Master's,Senior Marketing Analyst,9,95000
34,Male,Master's,Senior Software Engineer,9,105000
37,Male,Master's,Senior Business Analyst,9,105000
34,Male,Bachelor's,Senior Quality Assurance Analyst,9,100000
35,Male,Master's,Senior Software Developer,9,110000
37,Male,Master's,Senior Software Architect,9,120000
38,Female,Bachelor's,Senior Project Manager,9,120000
37,Male,Bachelor's,Senior Marketing Analyst,9,100000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
34,Male,Bachelor's,Product Manager,9,185000
31,Female,Master's,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Female,PhD,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Master's,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Female,PhD,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
32,Female,PhD,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Female,PhD,Data Scientist,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
31,Male,Bachelor's,Data Analyst,9,195000
36,Male,Bachelor's,Data Analyst,9,162000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
31,Male,Bachelor's,Data Analyst,9,190000
32,Female,Bachelor's,Data Scientist,9,185000
31,Male,Master's,Data Scientist,9,185000
31,Male,Bachelor's,Software Engineer,9,180000
32,Female,Bachelor's,Data Scientist,9,185000
31,Male,Master's,Data Scientist,9,185000
31,Male,Bachelor's,Software Engineer,9,180000
32,Female,Bachelor's,Data Scientist,9,185000
31,Male,Master's,Data Scientist,9,185000
31,Male,Bachelor's,Software Engineer,9,180000
32,Female,Bachelor's,Data Scientist,9,185000
31,Male,Master's,Data Scientist,9,185000
31,Male,Bachelor's,Software Engineer,9,180000
32,Female,Bachelor's,Data Scientist,9,185000
31,Male,Master's,Data Scientist,9,185000
37,Male,Master's,Senior Project Engineer,9,145000
37,Female,Master's,Senior Software Engineer,9,155000
37,Male,Master's,Senior Software Engineer,9,145000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,145000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,145000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,145000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
37,Male,Master's,Senior Software Engineer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
36,Male,Master's,Back end Developer,9,150000
34,Male,Master's,Front end Developer,9,150000
34,Male,Master's,Front end Developer,9,150000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
33,Female,Master's,Senior Project Engineer,9,126753
32,Male,Bachelor's,Software Engineer Manager,9,104661
33,Female,Master's,Senior Project Engineer,9,126753
32,Male,Bachelor's,Software Engineer Manager,9,104661
35,Male,Master's,Full Stack Engineer,9,130275
33,Female,Bachelor's,Full Stack Engineer,9,133326
33,Female,Master's,Full Stack Engineer,9,136533
35,Male,Bachelor's,Front end Developer,9,125091
32,Male,Master's,Senior Project Engineer,9,126916
35,Female,Master's,Software Engineer,9,140000
34,Female,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
35,Male,Master's,Full Stack Engineer,9,131547
33,Female,Master's,Front end Developer,9,119918
33,Female,Master's,Full Stack Engineer,9,136986
34,Male,Master's,Software Engineer Manager,9,146075
35,Male,Master's,Full Stack Engineer,9,132638
33,Female,Master's,Full Stack Engineer,9,135596
34,Male,Master's,Software Engineer Manager,9,146075
35,Male,Master's,Full Stack Engineer,9,132638
33,Female,Master's,Full Stack Engineer,9,135596
35,Male,Master's,Full Stack Engineer,9,131547
33,Female,Master's,Front end Developer,9,119918
33,Female,Master's,Full Stack Engineer,9,136986
34,Male,Master's,Software Engineer Manager,9,146075
35,Male,Master's,Full Stack Engineer,9,132638
33,Female,Master's,Full Stack Engineer,9,135596
34,Male,Master's,Software Engineer Manager,9,146075
35,Male,Master's,Full Stack Engineer,9,132638
33,Female,Master's,Full Stack Engineer,9,135596
35,Male,Master's,Full Stack Engineer,9,131547
33,Female,Master's,Front end Developer,9,119918
33,Female,Master's,Full Stack Engineer,9,136986
33,Female,Master's,Back end Developer,9,124141
33,Male,Bachelor's,Front end Developer,9,117904
33,Female,Master's,Front end Developer,9,121120
33,Female,Master's,Front end Developer,9,121432
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
34,Male,Master's,Data Scientist,9,140000
35,Female,Master's,Data Analyst,9,120000
